name,name_ja,address,video_url,lat,lng
台東-老東芳青草茶 - 旗艦店,,,https://www.youtube.com/watch?v=q-QmHg_Wtc4,,
8+2魯肉飯,,,https://www.youtube.com/watch?v=q-QmHg_Wtc4,,
大池豆皮店,,,https://www.youtube.com/watch?v=q-QmHg_Wtc4,,
楽米焼,,,https://www.youtube.com/watch?v=q-QmHg_Wtc4,,
池上弁当文化物語館,,,https://www.youtube.com/watch?v=q-QmHg_Wtc4,,
台東市正気路観光夜市,,,https://www.youtube.com/watch?v=q-QmHg_Wtc4,,
藍蜻蜓炸雞,,,https://www.youtube.com/watch?v=q-QmHg_Wtc4,,
天祥明山號餐庁,てんしょうめいさんごうしょくどう,,https://www.youtube.com/watch?v=Pakprfo9RaI,,
龍宮,りゅうぐう,,https://www.youtube.com/watch?v=Pakprfo9RaI,,
周家蒸餃,しゅうかじょうぎょう,,https://www.youtube.com/watch?v=Pakprfo9RaI,,
福洱商行 松江南京店,ふくじこうしょうぎょう しょうこうなんきょうてん,,https://www.youtube.com/watch?v=Pakprfo9RaI,,
遠雄海洋公園 Farglory Ocean Park,,,https://www.youtube.com/watch?v=GGWzwwncA3I,,
田村寿司,田村寿司,,https://www.youtube.com/watch?v=GGWzwwncA3I,,
老牌炸蛋蔥油餅＜藍色車創始店＞,,,https://www.youtube.com/watch?v=GGWzwwncA3I,,
曾記手工麻糬-麻吉門市,,,https://www.youtube.com/watch?v=GGWzwwncA3I,,
玉里橋頭臭豆腐花蓮店,,,https://www.youtube.com/watch?v=GGWzwwncA3I,,
液香扁食,,,https://www.youtube.com/watch?v=GGWzwwncA3I,,
正常鮮肉小籠包 羅東店,しょうじょうせんにくしょうろんぽう らとうてん,,https://www.youtube.com/watch?v=V-K0HIL-t14,,
蘭陽香辣麺,らんようこうらつめん,,https://www.youtube.com/watch?v=V-K0HIL-t14,,
cama café 羅東公正店,,,https://www.youtube.com/watch?v=V-K0HIL-t14,,
吃香便當,ちっこうべんとう,,https://www.youtube.com/watch?v=V-K0HIL-t14,,
星巴克,せいはくし,,https://www.youtube.com/watch?v=V-K0HIL-t14,,
金澤魯肉飯,きんたく ろーにく はん,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
瑞徳童話芸宿,ずいとく どうわ げいしゅく,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
湯圍溝溫泉公園,とうい こう おんせん こうえん,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
柯氏葱油餅,かし ねぎあぶら もち,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
礁渓温泉夜市,きょうけい おんせん やいち,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
Blue City 藍城焼貨,ぶるー してぃ あおまち やきもの,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
安禾嚼旅,あんわ しゃくりょ,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
財記臭豆腐,ざいき しゅうとうふ,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
羅東林業文化園区,らとう りんぎょう ぶんか えんく,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
阿忠平価熱炒,あちゅう へいか ねっしゃお,,https://www.youtube.com/watch?v=Szv-aozwnJc,,
馬崗石頭屋咖啡美食,ばこうせきとうやかふぇびしょく,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
三貂角灯台,さんちょうかくとうだい,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
福隆一間屋背包客桟,ふくりゅういっけんやはいぱっくかくさん,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
福隆車站 郷野便當,ふくりゅうしゃしゃ ごうやべんとう,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
慕夏精品旅館 Mucha Boutique Hotel,ぼかせいひんりょかん むちゃぶてぃっくほてる,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
正好鮮肉小籠包 (宜蘭總店),せいこうせんにくしょうろんぽう いーらんそうてん,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
阿娘給的蒜味肉羹,あじょうきゅうのにんにくあじにくこん,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
原来豆花,げんらいとうか,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
宜蘭紅糟魷魚,ぎーらんこうそうするめいか,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
東門夜市,とうもんやいち,,https://www.youtube.com/watch?v=Q_K8pRIUe_s,,
九份高媽媽民宿,きゅうふんこうままみんしゅく,,https://www.youtube.com/watch?v=s7zSl6E1m1E,,
米詩堤甜点王国九份門市,,,https://www.youtube.com/watch?v=s7zSl6E1m1E,,
九份阿柑姨芋円,,,https://www.youtube.com/watch?v=s7zSl6E1m1E,,
芋仔蕃薯,,,https://www.youtube.com/watch?v=s7zSl6E1m1E,,
四川麻辣火鍋,四川麻辣火鍋,,https://www.youtube.com/watch?v=_bSF897Yqpg,,
北海坑道,北海坑道,,https://www.youtube.com/watch?v=_bSF897Yqpg,,
鐵板 阿珠虫弟餅,鐵板 阿珠虫弟餅,,https://www.youtube.com/watch?v=_bSF897Yqpg,,
阿婆魚麺,阿婆魚麺,,https://www.youtube.com/watch?v=_bSF897Yqpg,,
龍和閩東風味館,龍和閩東風味館,,https://www.youtube.com/watch?v=_bSF897Yqpg,,
介寿獅子市場,,,https://www.youtube.com/watch?v=eVDh4VcoPKM,,
秋楓早餐店,,,https://www.youtube.com/watch?v=eVDh4VcoPKM,,
超群西点麺包城,,,https://www.youtube.com/watch?v=eVDh4VcoPKM,,
馬港香林小館,,,https://www.youtube.com/watch?v=eVDh4VcoPKM,,
九榕閣,,,https://www.youtube.com/watch?v=eVDh4VcoPKM,,
胡記煎餅果子,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
馬山観測站,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
翟山坑道,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
雨川食堂｜金門戦地滋味,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
八二三戦史館,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
談天楼,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
五哥牛肉麺,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
喬安牧場 金門空港,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
蓮園民宿一館,,,https://www.youtube.com/watch?v=Fz0SxVLpwc4,,
黑面阿玉鯊魚煙,,,https://www.youtube.com/watch?v=NiBFfyc5t9o,,
浯島文旅,,,https://www.youtube.com/watch?v=NiBFfyc5t9o,,
麥斯西點麵包,,,https://www.youtube.com/watch?v=NiBFfyc5t9o,,
九色醬燒完美滷芸,,,https://www.youtube.com/watch?v=NiBFfyc5t9o,,
良金牧場工廠總店,,,https://www.youtube.com/watch?v=NiBFfyc5t9o,,
君潔欧式自助洗衣店,君潔欧式自助洗衣店（ギンジェランドロマット）,,https://www.youtube.com/watch?v=78cPheE-XRk,,
星巴克義14門市,スターバックス義14店舗,,https://www.youtube.com/watch?v=78cPheE-XRk,,
基隆阿樂哈大飯店,基隆アロハホテル,,https://www.youtube.com/watch?v=78cPheE-XRk,,
来来粿仔湯,来来粿仔湯,,https://www.youtube.com/watch?v=78cPheE-XRk,,
周家葱油餅,周家葱油餅,,https://www.youtube.com/watch?v=78cPheE-XRk,,
瑞芳美食街,瑞芳美食街,,https://www.youtube.com/watch?v=78cPheE-XRk,,
王記天婦羅,王記天婦羅,,https://www.youtube.com/watch?v=0_LDhP2NzH8,,
天一香魯肉飯,,,https://www.youtube.com/watch?v=0_LDhP2NzH8,,
水果汁,,,https://www.youtube.com/watch?v=0_LDhP2NzH8,,
営養三明治,,,https://www.youtube.com/watch?v=0_LDhP2NzH8,,
一口吃香腸,,,https://www.youtube.com/watch?v=0_LDhP2NzH8,,
何佳佳葱油餅,,,https://www.youtube.com/watch?v=0_LDhP2NzH8,,
海鮮屋台,,,https://www.youtube.com/watch?v=0_LDhP2NzH8,,
三兄弟豆花,,,https://www.youtube.com/watch?v=0_LDhP2NzH8,,
Just Live Inn 享住旅店,ジャストライブイン享住旅店,,https://www.youtube.com/watch?v=OMlMnjx61jw,,
阿華炒麺,阿華炒麺,,https://www.youtube.com/watch?v=OMlMnjx61jw,,
天一香肉羹順,天一香肉羹順,,https://www.youtube.com/watch?v=OMlMnjx61jw,,
金龍肉焿,金龍肉焿,,https://www.youtube.com/watch?v=OMlMnjx61jw,,
鼎泰豐 新生店,ディンタイフォン新生店,,https://www.youtube.com/watch?v=OMlMnjx61jw,,
精気神養生会館 中山店,精気神養生会館中山店,,https://www.youtube.com/watch?v=OMlMnjx61jw,,
金山王肉包,きんさんおうにくほう,,https://www.youtube.com/watch?v=1NFHhV1wM9g,,
金山芋圓王（金山総店）,きんさんいもだんおう（きんさんそうてん）,,https://www.youtube.com/watch?v=1NFHhV1wM9g,,
野柳望海亭海鮮餐庁,のりゅうぼうかいていかいせんさんてい,,https://www.youtube.com/watch?v=1NFHhV1wM9g,,
老地方小吃,ろうじほうしょうしょく,,https://www.youtube.com/watch?v=H2IkObTxYzs,,
金山廟口金包里鴨肉,きんざんびょうぐちきんぽうりあひるにく,,https://www.youtube.com/watch?v=H2IkObTxYzs,,
新建成餅店,シンケンセイセイ餅店,,https://www.youtube.com/watch?v=EQUuBKG55do,,
黑殿排骨,コクテンハイコツ,,https://www.youtube.com/watch?v=EQUuBKG55do,,
Aqua Bella Hot Spring Hotel (漾館時尚温泉会館),アクア ベラ ホットスプリング ホテル 漾館時尚温泉会館,,https://www.youtube.com/watch?v=tBL81HHNw2o,,
Beitou Market,北投市場,,https://www.youtube.com/watch?v=tBL81HHNw2o,,
黄家酸菜滷肉飯,黄家酸菜滷肉飯,,https://www.youtube.com/watch?v=tBL81HHNw2o,,
地熱谷,地熱谷,,https://www.youtube.com/watch?v=tBL81HHNw2o,,
Louisa Coffee (路易莎咖啡),ルイーサ コーヒー 路易莎咖啡,,https://www.youtube.com/watch?v=tBL81HHNw2o,,
不仔的店,ふかていのみせ,,https://www.youtube.com/watch?v=WURctTiBn_0,,
看板のない店,,,https://www.youtube.com/watch?v=7MqgXE3E1qc,,
台牛牛肉湯,,,https://www.youtube.com/watch?v=7MqgXE3E1qc,,
高家荘米台目,こうかそうべいたいもく,,https://www.youtube.com/watch?v=o8-QlEc8TrE,,
大媽牛肉麵,大媽牛肉麺,,https://www.youtube.com/watch?v=7Rx_5OXwkBs,,
鶯歌陶瓷老街,鶯歌陶瓷老街,,https://www.youtube.com/watch?v=7Rx_5OXwkBs,,
北海道Cremia,北海道Cremia,,https://www.youtube.com/watch?v=7Rx_5OXwkBs,,
渪洲公有零售市場,けいしゅうこうゆうれいはいしじょう,,https://www.youtube.com/watch?v=oT17onfj2PQ,,
手工面疙瘩汕頭意麺,,,https://www.youtube.com/watch?v=b8WjJ0MY_xc,,
Rainbow Island B&B,,,https://www.youtube.com/watch?v=b8WjJ0MY_xc,,
依蕾特布丁,,,https://www.youtube.com/watch?v=b8WjJ0MY_xc,,
安平老街,,,https://www.youtube.com/watch?v=b8WjJ0MY_xc,,
安平古堡,,,https://www.youtube.com/watch?v=b8WjJ0MY_xc,,
武聖夜市,,,https://www.youtube.com/watch?v=b8WjJ0MY_xc,,
家豪鮮魚湯啤酒屋,,,https://www.youtube.com/watch?v=b8WjJ0MY_xc,,
花茶大師 Master Of Tea,,,https://www.youtube.com/watch?v=QddiZSLRExw,,
はむ家（哈木家）,はむ家,,https://www.youtube.com/watch?v=QddiZSLRExw,,
赤崁樓,,,https://www.youtube.com/watch?v=QddiZSLRExw,,
沃隼醸造 WE Drink Beer Company,,,https://www.youtube.com/watch?v=QddiZSLRExw,,
神農街,,,https://www.youtube.com/watch?v=QddiZSLRExw,,
廸化街古早味蚵嗲,てきかがい こそうみ おすなげ,,https://www.youtube.com/watch?v=GRXZsvF9yMk,,
妙口四神湯.肉包專賣店,みょうこう しじんとう にくほう せんばいてん,,https://www.youtube.com/watch?v=GRXZsvF9yMk,,
金桔檸檬汁,きんきつ れもんじゅう,,https://www.youtube.com/watch?v=GRXZsvF9yMk,,
幸发亭蜜豆冰,こうはってい みつまめこおり,,https://www.youtube.com/watch?v=GRXZsvF9yMk,,
廃墟,はいきょ,,https://www.youtube.com/watch?v=wQEH4WqG_3E,,
一合氷品湯円甜品政大店,いちごうひょうひんとうえんてんぴんせいたいてん,,https://www.youtube.com/watch?v=wQEH4WqG_3E,,
小張刀切大滷麺,こしょう とうせつ だいろめん,,https://www.youtube.com/watch?v=H2UGXJ87y1c,,
双享油飯,,,https://www.youtube.com/watch?v=y2mkWByDth0,,
大眾吳師小吃店,,,https://www.youtube.com/watch?v=y2mkWByDth0,,
33区熱炒生猛海鮮,,,https://www.youtube.com/watch?v=y2mkWByDth0,,
甲林鉄板焼,,,https://www.youtube.com/watch?v=m5WfbXu-LtY,,
香酥棒,,,https://www.youtube.com/watch?v=m5WfbXu-LtY,,
原汁排骨湯,,,https://www.youtube.com/watch?v=m5WfbXu-LtY,,
常青餃子館,,,https://www.youtube.com/watch?v=FcFwnUzompU,,
龍記炒燴,龍記炒燴,,https://www.youtube.com/watch?v=nU8Qhj557bk,,
無名鶏蛋糕,無名鶏蛋糕,,https://www.youtube.com/watch?v=nU8Qhj557bk,,
豬肝榮仔,,,https://www.youtube.com/watch?v=F142MYRFTko,,
蕭媽媽手工水餃,ショウママ手工水餃,,https://www.youtube.com/watch?v=ZN_1W2T9PeI,,
安师傅氷火菠蘿,アンシフ氷火パイナップル,,https://www.youtube.com/watch?v=ZN_1W2T9PeI,,
福利麺包,フーリーメンバオ,,https://www.youtube.com/watch?v=btMUfIqOD08,,
榕樹下,,,https://www.youtube.com/watch?v=kEBOFG90D90,,
豆之味豆腐坊,,,https://www.youtube.com/watch?v=kEBOFG90D90,,
古早味三代肉粥,,,https://www.youtube.com/watch?v=htBmqK_wRx8,,
宮原眼科,,,https://www.youtube.com/watch?v=htBmqK_wRx8,,
葉小籠包,,,https://www.youtube.com/watch?v=htBmqK_wRx8,,
法芙妮 烘焙甜点,,,https://www.youtube.com/watch?v=htBmqK_wRx8,,
老頼紅茶,,,https://www.youtube.com/watch?v=qLEXpwt8Jn8,,
三鮮湯包,,,https://www.youtube.com/watch?v=qLEXpwt8Jn8,,
李海滷肉飯,,,https://www.youtube.com/watch?v=qLEXpwt8Jn8,,
弘爺漢堡,こうじいハンバーグ,,https://www.youtube.com/watch?v=n4FyKeMTKLA,,
東引小吃店,とうえん しょうしょくてん,,https://www.youtube.com/watch?v=EKp6StMiQOc,,
七張米粉湯,しちちょう べいふんたん,,https://www.youtube.com/watch?v=vC0V8iIpWaM,,
香帥蛋糕,こうすい たんがお,,https://www.youtube.com/watch?v=vC0V8iIpWaM,,
店小二魯肉飯文化北路分店,てんしょうじろにくはん,,https://www.youtube.com/watch?v=rl4Fqu8LVRc,,
趙平米苔目,ちょうへいべいたいもく,,https://www.youtube.com/watch?v=rl4Fqu8LVRc,,
家鄉美食,,,https://www.youtube.com/watch?v=RYzKELadYAY,,
就是麺,就是麵,,https://www.youtube.com/watch?v=2iaFXLCy-do,,
冰讃,冰讚,,https://www.youtube.com/watch?v=2iaFXLCy-do,,
創盛號 大同雙連門市,創盛號 大同雙連門市,,https://www.youtube.com/watch?v=2iaFXLCy-do,,
名家魯肉飯,めいかろにくはん,,https://www.youtube.com/watch?v=3uVoKRdxzME,,
雙連高記手工水餃,そうれんこうきしゅこうすいぎょうざ,,https://www.youtube.com/watch?v=3uVoKRdxzME,,
廟口小吃,びょうぐちしょうしょく,"No. 32號, Lane 62, Section 2, Xinsheng N Rd, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=FVjp__F0dZ8,,
山海观茶坊,さんかいかんちゃぼう,,https://www.youtube.com/watch?v=ffBu7uhmqQg,,
鱼丸伯仔,ぎょかんはくし,,https://www.youtube.com/watch?v=ffBu7uhmqQg,,
本願寺豆花,本願寺豆花,"No. 1號, Section 2, Guiyang St, Wanhua District, Taipei City, 108",https://www.youtube.com/watch?v=L5Jm0NGvzx0,,
清粥小菜自助餐,しょうがゆしょうさいじじょしょくどう,"No. 1號, Alley 1, Lane 92, Section 2, Minquan E Rd, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=39qgxCUdXrs,,
華西街珍果,ファーシージェチェンクォ,"108, Taipei City, Wanhua District, Huaxi St, 113攤",https://www.youtube.com/watch?v=qn4j5RZxcRA,,
小王煮瓜,シャオワンズーグァ,"108, Taipei City, Wanhua District, Huaxi St, 17之4號攤位153號",https://www.youtube.com/watch?v=qn4j5RZxcRA,,
岡山肉燥飯,おかやまにくざおはん,"100, Taipei City, Zhongzheng District, Lane 307, Section 2, Zhonghua Rd 中華路二段368號 南機場夜市口",https://www.youtube.com/watch?v=t65jrl2bT5w,,
魏家豆花,ぎかとうか,"Lane 309, Section 2, Zhonghua Rd, Zhongzheng District, Taipei City, 100 南機場夜市",https://www.youtube.com/watch?v=t65jrl2bT5w,,
頭城車站阿伯炸蛋蔥油餅,頭城車站阿伯炸蛋蔥油餅,"261, Yilan County, Toucheng Township, Zuanxiang Rd, 59號261頭城火車站旁邊（纘祥停車場機車棚內唷！！）",https://www.youtube.com/watch?v=UjegQuMaYno,,
雙城美食2號,雙城美食2號,,https://www.youtube.com/watch?v=RP6MYmMDV1s,,
佳佳蒜味肉羹,カカガーリック肉のとろみスープ,"1樓, No. 台北市, No. 38號, Lane 82, Section 3, Xinsheng N Rd, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=lwgg2zkAW6E,,
桃園夜市,とうえんやいち,330桃園市桃園區中正路與號北埔路交叉口,https://www.youtube.com/watch?v=h3XxIkSrO58,,
水餃子屋台,みずぎょうざやたい,"3G5G+H6R 中山区, 台北市",https://www.youtube.com/watch?v=GtuqeLO1_bE,,
飯、麺屋台,はんめんやたい,"10491, Taipei City, Zhongshan District",https://www.youtube.com/watch?v=GtuqeLO1_bE,,
イカのとろみスープ屋台,いかのとろみすーぷやたい,"3G4G+55F 中山区, 台北市",https://www.youtube.com/watch?v=GtuqeLO1_bE,,
後港一路蛋炒飯,こうこういちろたまごいためし,"Lane 49, Hougangyi Rd, Xinzhuang District, New Taipei City, 242",https://www.youtube.com/watch?v=U_tSsC2IXyE,,
美珍豆漿店,びちんとうしょうてん,"No. 1 103, Lane 87, Dalong St, Datong District, Taipei City",https://www.youtube.com/watch?v=rylysuCeVrg,,
阿田油飯,,"No. 48號, Dianxin St, Sanchong District, New Taipei City, 241",https://www.youtube.com/watch?v=mQStNwDP_Dc,,
上海蛋餅豆漿大王,シャンハイタンビン豆漿大王,"No. 2號, Sanning St, Sanchong District, New Taipei City, 241",https://www.youtube.com/watch?v=bPBLPd8zn8k,,
騷豆花敦南旗艦店,そうとうかあつなんきしゃむてん,敦化南路一段236巷大安區台北市106,https://www.youtube.com/watch?v=522SF0KTc10,,
台南滷三塊,たいなんろぎょくさんかい,"No. 100, Section 7, Chengde Rd, Beitou District, Taipei City, 112",https://www.youtube.com/watch?v=ftpnJrp7Y-k,,
魯平豆漿店,ろへいとうしょうてん,"No. 13號, Xiaosan Rd, Ren'ai District, Keelung City, 200",https://www.youtube.com/watch?v=3V6M8v1rQ-M,,
台鐡便當本舗一號店,台鐵弁當本舗一號店,台北駅メインホール内,https://www.youtube.com/watch?v=wLffPOOYilU,,
崎陽軒,崎陽軒,台北駅メインホール内,https://www.youtube.com/watch?v=wLffPOOYilU,,
56巷口湯包,ゴジュウロッコウグチトウホウ,"No. 1, Lane 56, Yumin Street, Banqiao District, New Taipei City, 220",https://www.youtube.com/watch?v=e1YsEH-8hm0,,
蘇記玉米排骨湯,ソキトウモロコシ排骨湯,"No. 4弄, 林森北路399巷中山區台北市10491",https://www.youtube.com/watch?v=rFSW2VBFZm4,,
腿庫,ツイクー,,https://www.youtube.com/watch?v=L4v3c6Ebujc,,
卡特紅焼牛肉麺,カットホンシャオニューロウメン,瑞芳美食街内,https://www.youtube.com/watch?v=lf4NdHSj11U,,
板橋湳雅夜市,いたばしなんがやいち,,https://www.youtube.com/watch?v=rsYtZIs4e-8,,
兄弟麺線,,"Alley 45, Section 2, Nanjing East Road, Zhongshan District",https://www.youtube.com/watch?v=btrF2UFL8II,,
方家雞肉飯,ホウケイ鶏肉飯,寧夏夜市内,https://www.youtube.com/watch?v=Fptb18iSVXw,,
小陳牛肉麵,ショウチン牛肉麺,"No. 1號, Alley 7, Lane 133, Section 4, Nanjing East Road, Songshan District, Taipei City, 10491",https://www.youtube.com/watch?v=48MTgwz6Itc,,
台南滷三塊,台南ルースーカイ,"4G66+Q4 北投区, Taipei City",https://www.youtube.com/watch?v=pWNiXrhcqWM,,
餛飩舗子,こんとんほし,"1樓, No. 169號市民大道五段松山區台北市105",https://www.youtube.com/watch?v=7_n__J8O6ig,,
冠京華,,"No. 1, Alley 4, Lane 133, Section 4, Nanjing East Road, Songshan District, Taipei City, 105",https://www.youtube.com/watch?v=jdS0DCPm45o,,
大稲埕魯肉飯,だいとうてい ろにくはん,"No. 17號, Lane 220, Chang'an West Road, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=ikqzi97wnAw,,
牛鼎牛肉火鍋,ぎゅうていぎゅうにくかこなべ,"No. 17, Lane 113, Sanmin Road, Songshan District, Taipei City, 105",https://www.youtube.com/watch?v=Yr9mBq5S-3c,,
Due Italian,ドゥーエ イタリアン,"No. 19 Songgao road 新光三越A4館 B2F, Xinyi District, Taipei City, 110",https://www.youtube.com/watch?v=vTXCPZWlIc0,,
香満園,コウマンエン,"Lane 8, Wanquan Street, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=JbgQprJwu0g,,
黄金麺線,こうがね めんせん,"No. 15號, Lane 160, Section 3, Minquan East Road, Songshan District, Taipei City, 105",https://www.youtube.com/watch?v=YdG6EWzMfAM,,
高記生炒魷魚,こうきせいいためいかうおぎょ,"No. 28號, Gongkou Street, Banqiao District, New Taipei City, 220",https://www.youtube.com/watch?v=Qk3AUA24r_8,,
佳佳豆漿,かかとうしょう,"No. 27號, Alley 9, Lane 45, Minsheng West Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=CDOP2eoUQPU,,
光興猪脚,こうこうぶたあし,"No. 223號, Guangxing Street, Sanchong District, New Taipei City, 241",https://www.youtube.com/watch?v=xpCAfHzTzTI,,
其家蒸餃,,"No. 3號, Alley 4, Lane 123, Section 5, Nanjing East Road, Songshan District, Taipei City, 105",https://www.youtube.com/watch?v=QnKbPW8b8WA,,
艋舺阿龍炒飯,,"No. 13號, Lane 91, Dali Street, Wanhua District, Taipei City, 108",https://www.youtube.com/watch?v=u6o3UE0DIYM,,
皇池溫泉御膳館,コウチオンセンゴゼンカン,"No. 42-1號, Lane 402, Xingyi Road, Beitou District, Taipei City, 112",https://www.youtube.com/watch?v=92wDL7YRROQ,,
梅満美食,ばいまんびしょく,"No. 2號, Alley 2, Lane 13, Kulun Street, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=w2BkEcOSar4,,
黔園川菜餐廳,,"No. 39, Lane 25, Kangding Road, Wanhua District, Taipei City, 108",https://www.youtube.com/watch?v=t5K2vPDdCMI,,
池先生 Kopitiam,いけせんせい こぴてぃあむ,"No. 10號, Lane 284, Section 3, Luosifu Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=7-tSP8Ycp18,,
大龍峒炸蛋餅,だいりゅうほうしゃたんぎょう,"No. 32號, Lane 335, Section 3, Chongqing North Road, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=FXzl1Lan04Q,,
九彬A-HOME民宿,きゅうひんエーホームみんしゅく,"No. 55, Lunding Road, Ruifang District, New Taipei City, 224",https://www.youtube.com/watch?v=bNz8cvM7FQ0,,
阿蘭大鼎魩仔魚蛋炒飯,アーランダーディンシラスギョニタンタンハンハン,"No. 17, Lane 49, Bao'an Street, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=oG0LFmdxCtc,,
大一女美食餐庁,だいいつじょみしょくしょくどう,"Lane 280, Zhoushan Road, Da'an District, Taipei City, 106",https://www.youtube.com/watch?v=9055e_j6Apc,,
虎笑麺屋 Whole Chou,こしょうめんやホールチョウ,"105, Taipei City, Songshan District, Lane 113, Sanmin Road, 18號1樓",https://www.youtube.com/watch?v=pD7kce9cibI,,
藍家割包,藍家割包,"No. 3號, Alley 8, Lane 316, Section 3, Luosifu Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=4yCl58UlEc0,,
板橋無名乾蚵,はんきょうむめいかんぼ,"No. 2號, Lane 29, Nanya East Road, Banqiao District, New Taipei City, 220",https://www.youtube.com/watch?v=Anepy-85wsA,,
Al Dente,アルデンテ,"No. 29號, Alley 2, Lane 19, Chang'an West Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=AKd48F4pWO4,,
駱師父醤味川客菜,ロウシフショウミセンガイサイ,"No. 36號, Lane 31, Minzu West Road, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=nbwi4reeHWg,,
京都柚子豚骨拉麺研究中心,きょうとゆずとんこつらーめんけんきゅうちゅうしん,"No. 23號, Alley 2, Lane 19, Chang'an West Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=fq7VbX969_c,,
後駅鵝肉店,こうえきがにくてん,"No. 29號, Lane 220, Chang'an West Road, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=qxefuA5VE6g,,
龍門客桟餃子館,龍門客棧餃子館,"No. 19號, Lane 61, Linsen South Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=juiqNpkiBYk,,
味鼎蛋餅,みてい たんびん,"No. 3, Lane 21, Longjiang Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=c_CmviAqlsM,,
初牛 台北南京店,しょぎゅう たいぺいなんきょうてん,"No. 1-2號, Lane 123, Section 5, Nanjing East Road, Songshan District, Taipei City, 10571",https://www.youtube.com/watch?v=-hQBkV8OdwM,,
旨丼生魚片丼飯専売店,うまい丼 刺身丼飯専売店,"No. 54號, Lane 59, Section 2, Zhongshan North Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=Udw4zyEEFoM,,
鰻味屋,うなぎあじや,"No. 45號, Lane 77, Section 2, Zhongshan North Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=UCiotSarzpM,,
陳家涼麵,ちんかりょうめん,"No. 29號, Lane 123, Section 5, Nanjing East Road, Songshan District, Taipei City, 105",https://www.youtube.com/watch?v=8y8AmeCMPt8,,
小王煮瓜,しょうおうにうり,"No. 17之4號, Huaxi Street, Wanhua District, Taipei City, 108",https://www.youtube.com/watch?v=bA_gRqYvXqE,,
東門餃子館,とうもんぎょうざかん,"No. 37, Lane 31, Section 2, Jinshan South Road, Da'an District, Taipei City, 106",https://www.youtube.com/watch?v=YPR1dQNDu6s,,
城中市場 老牌牛肉拉麵大王,じょうちゅういちば ろうはいぎゅうにくらーめんたいおう,"No. 7號, Lane 46, Section 1, Chongqing South Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=Udce8NdAuPk,,
千里之外 桂林米粉,千里之外 桂林米粉,"No. 24號, Lane 115, Section 2, Minsheng East Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=jhOmLyakeqg,,
獅子甜点,ししてんてん,"No. 23, Alley 3, Lane 115, Section 2, Zhongshan North Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=kuQEhRtdfE0,,
下港吔羊肉専売店,したこうぎゃくようにくせんばいてん,"No. 18號, Tianxiang Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=HsFXrUhu9Bk,,
